vacancy,min_salary,max_salary,currency,url,source,employer
Junior/middle backend developer (PHP),,,,https://spb.hh.ru/vacancy/39583026?query=sql,https://www.hh.ru, ARTOX
Старший инженер по интеграции КХД,,,,https://spb.hh.ru/vacancy/39845887?query=sql,https://www.hh.ru,"ПАО МегаФон, IT"
QA Engineer/Тестировщик,,,,https://spb.hh.ru/vacancy/39976866?query=sql,https://www.hh.ru, BelVG
"Старший инженер подразделения ""Управление мастер-данными""",,,,https://spb.hh.ru/vacancy/38146614?query=sql,https://www.hh.ru,"ПАО МегаФон, IT"
PHP developer разработчик,,,,https://spb.hh.ru/vacancy/39435898?query=sql,https://www.hh.ru,ООО ДИДЖИТАЛ ГУРУ
Senior Financial Analyst,,,,https://spb.hh.ru/vacancy/39940770?query=sql,https://www.hh.ru, Devoted Studios
Разработчик бизнес-приложений,,,,https://spb.hh.ru/vacancy/35277700?query=sql,https://www.hh.ru,"ПАО МегаФон, IT"
Senior Golang Developer (R&D),,,,https://spb.hh.ru/vacancy/39372495?query=sql,https://www.hh.ru, SoftSwiss
Senior Golang Developer (R&D),,,,https://spb.hh.ru/vacancy/39372496?query=sql,https://www.hh.ru, SoftSwiss
Middle fullstack developer,350000.0,600000.0, KZT,https://spb.hh.ru/vacancy/39937091?query=sql,https://www.hh.ru,ТОО I-Con
QA engineer in Game,,,,https://spb.hh.ru/vacancy/39924934?query=sql,https://www.hh.ru,ООО Фаброс
Senior/Lead WPF программист,,,,https://spb.hh.ru/vacancy/38132261?query=sql,https://www.hh.ru, SaM Solutions Самсолюшнс
React Native Frontend Developer,,,,https://spb.hh.ru/vacancy/39683909?query=sql,https://www.hh.ru," СофтФасад,ООО"
Senior Python Developer,,,,https://spb.hh.ru/vacancy/39907453?query=sql,https://www.hh.ru,ООО Кайриба Инжиниринг
Junior QA Engineer (Trainee),,,,https://spb.hh.ru/vacancy/39897081?query=sql,https://www.hh.ru, СофтКлуб
Руководитель проектов 1C,2000000.0,5000000.0, сум,https://spb.hh.ru/vacancy/39926550?query=sql,https://www.hh.ru, MERIDIAN TEMPO
PHP-разработчик (junior/middle),,,,https://spb.hh.ru/vacancy/38060900?query=sql,https://www.hh.ru, Леди и Джентльмен
Java developer,,,,https://spb.hh.ru/vacancy/37834936?query=sql,https://www.hh.ru, Syberry CIS
Product Analyst (Web-analyst),,,,https://spb.hh.ru/vacancy/39888327?query=sql,https://www.hh.ru, Wisebits
DEVOPS Engineer,,,,https://spb.hh.ru/vacancy/39910693?query=sql,https://www.hh.ru, Targetprocess LLC
Ведущий PHP разработчик (Кипр),,,,https://spb.hh.ru/vacancy/36884924?query=sql,https://www.hh.ru, Wisebits
Backend программист (Middle level),,,,https://spb.hh.ru/vacancy/39895423?query=sql,https://www.hh.ru,ООО Открытые системы
Администратор MS SQL,,,,https://spb.hh.ru/vacancy/39417276?query=sql,https://www.hh.ru,  Альфа-Банк
Разработчик баз данных ORACLE,,,,https://spb.hh.ru/vacancy/39574870?query=sql,https://www.hh.ru,ПАО Ростелеком
Аналитик данных со знанием Transact-SQL,,,,https://spb.hh.ru/vacancy/39041613?query=sql,https://www.hh.ru,ИП Бушинская Виктория Сергеевна
DBA MS SQL/Администратор баз данных MS SQL,,,,https://spb.hh.ru/vacancy/38812721?query=sql,https://www.hh.ru, Mercury. Fashion-Бутики
Программист C#,,,,https://spb.hh.ru/vacancy/39154959?query=sql,https://www.hh.ru," Надежда, Торговая компания"
Математик-программист C#,20000.0,40000.0,руб.,https://spb.hh.ru/vacancy/39581246?query=sql,https://www.hh.ru, Сетевая Академия - С
Программист MS SQL,,,,https://spb.hh.ru/vacancy/39489312?query=sql,https://www.hh.ru," MAJOR, Автомобильный холдинг"
Разработчик MS SQL,,,,https://spb.hh.ru/vacancy/38721863?query=sql,https://www.hh.ru,ООО Филберт
Junior SQL инженер,,,,https://spb.hh.ru/vacancy/38620610?query=sql,https://www.hh.ru, КОГКУ Информационно-аналитический Центр
Специалист со знанимем SQL,,,,https://spb.hh.ru/vacancy/38620364?query=sql,https://www.hh.ru, КОГКУ Информационно-аналитический Центр
Middle / Senior PL/SQL Developer,,,,https://spb.hh.ru/vacancy/40006205?query=sql,https://www.hh.ru, CS
Middle / Senior PL/SQL Developer,,,,https://spb.hh.ru/vacancy/40006238?query=sql,https://www.hh.ru, CS
Программист 1С8,20000.0,25000.0,грн.,https://spb.hh.ru/vacancy/39974152?query=sql,https://www.hh.ru,ООО Концерн «NICMAS»
"Программист Python, Python WEB dasturchi",8000000.0,12000000.0, сум,https://spb.hh.ru/vacancy/39919122?query=sql,https://www.hh.ru, Education Park
Разработчик SQL,200000.0,400000.0, KZT,https://spb.hh.ru/vacancy/39881690?query=sql,https://www.hh.ru,ТОО SmartEx Company
Программист Delphi,1000.0,3000.0,руб.,https://spb.hh.ru/vacancy/39428276?query=sql,https://www.hh.ru,УП ДримСофт
PHP-программист,,,,https://spb.hh.ru/vacancy/39926175?query=sql,https://www.hh.ru,ИП Школа программирования KnewIT
Программист,150000.0,200000.0, KZT,https://spb.hh.ru/vacancy/39773004?query=sql,https://www.hh.ru," Халык-Life, АО"
Oracle Developer (PL/SQL),,,,https://spb.hh.ru/vacancy/39315518?query=sql,https://www.hh.ru," UNIQA, Страховая компания"
Программист PL / SQL,,,,https://spb.hh.ru/vacancy/39557327?query=sql,https://www.hh.ru, ТМСофт
"Программист (C#, .NET, MS SQL Server, MVC 4, XML, Windows Forms)",2200.0,3000.0,руб.,https://spb.hh.ru/vacancy/37665924?query=sql,https://www.hh.ru, Премиум Софт
Разработчик ASP .NET,,,,https://spb.hh.ru/vacancy/39630081?query=sql,https://www.hh.ru,ООО Нимтеко
Программист ASP.NET/Начинающий Full Stack,,,,https://spb.hh.ru/vacancy/39602756?query=sql,https://www.hh.ru,ИП HJ Company
Программист С#,3000000.0,15000000.0, сум,https://spb.hh.ru/vacancy/39672758?query=sql,https://www.hh.ru,ООО XISOBXONA Молия студияси
Web-разработчик .NET C#,,,,https://spb.hh.ru/vacancy/39726602?query=sql,https://www.hh.ru,ТОО ЦИС WTO
Аналитик данных,,,,https://spb.hh.ru/vacancy/39574556?query=sql,https://www.hh.ru,ООО ТОВ ЕМІДЖІ
T-SQL программист/ Специалист по внедрению и сопровождению ПО,,,,https://spb.hh.ru/vacancy/39613031?query=sql,https://www.hh.ru,ТОО GeoMineSoft
Web-программист/C# и PHP программист,8000000.0,18000000.0, сум,https://spb.hh.ru/vacancy/39484882?query=sql,https://www.hh.ru, Научно информационный центр новых технологий при ГНК РУз
WPF программист,,,,https://spb.hh.ru/vacancy/37849078?query=sql,https://www.hh.ru, SaM Solutions Самсолюшнс
Бизнес/системный аналитик,,,,https://spb.hh.ru/vacancy/38080887?query=sql,https://www.hh.ru, Ригла
Full Stack ASP.NET Developer,,,,https://spb.hh.ru/vacancy/39343865?query=sql,https://www.hh.ru, Scand
Ведущий программист/Web-разработчик,100000.0,200000.0, KZT,https://spb.hh.ru/vacancy/39981633?query=sql,https://www.hh.ru,ТОО ОТИС
Системный аналитик (команда разработки Java),,,,https://spb.hh.ru/vacancy/37832343?query=sql,https://www.hh.ru, Франчайзинговая розничная сеть Галамарт
Программист PHP,,,,https://spb.hh.ru/vacancy/39370326?query=sql,https://www.hh.ru, Тelecontact
Программист 1С,100000.0,120000.0,руб.,https://spb.hh.ru/vacancy/39439057?query=sql,https://www.hh.ru,ООО Доставка Плюс
Главный аналитик (карточные продукты),,,,https://spb.hh.ru/vacancy/40005749?query=sql,https://www.hh.ru," СОЮЗ, Акционерный Коммерческий Банк"
Разработчик BI- систем,,,,https://spb.hh.ru/vacancy/36632542?query=sql,https://www.hh.ru, Франчайзинговая розничная сеть Галамарт
.NET/C# Developer (Middle),,,,https://spb.hh.ru/vacancy/40003815?query=sql,https://www.hh.ru,ООО Орион Софт
Старший .Net разработчик с опытом Angular,180000.0,230000.0,руб.,https://spb.hh.ru/vacancy/39613755?query=sql,https://www.hh.ru, Prosmar AS
"PHP developer (Yii, Yii2)",100000.0,120000.0,руб.,https://spb.hh.ru/vacancy/40003989?query=sql,https://www.hh.ru, Безлимит
PHP-разработчик [удаленно],1000.0,2000.0, USD,https://spb.hh.ru/vacancy/39986179?query=sql,https://www.hh.ru, MeBot 24
Data Engineer,2000.0,3500.0, USD,https://spb.hh.ru/vacancy/38240529?query=sql,https://www.hh.ru,УП Руна Системс
Data operations engineer,,,,https://spb.hh.ru/vacancy/39644206?query=sql,https://www.hh.ru," Wargaming, Kiev (Persha Studia)"
Аналитик,,,,https://spb.hh.ru/vacancy/39982355?query=sql,https://www.hh.ru, HeadHunter::Analytics/Data Science
Web-аналитик,,,,https://spb.hh.ru/vacancy/39359090?query=sql,https://www.hh.ru, SOKOLOV
"Java-разработчик на ""Единый клиент""",172000.0,240000.0,руб.,https://spb.hh.ru/vacancy/39989524?query=sql,https://www.hh.ru, HFLabs
Аналитик,,,,https://spb.hh.ru/vacancy/39984356?query=sql,https://www.hh.ru, ДомКлик
Senior Full Stack Developer .NET (удаленная работа),,,,https://spb.hh.ru/vacancy/37036735?query=sql,https://www.hh.ru, CBS Interactive
Программист 1C 8,130000.0,150000.0,руб.,https://spb.hh.ru/vacancy/39809377?query=sql,https://www.hh.ru,ООО СМАРТ
Full-stack разработчик,120000.0,200000.0,руб.,https://spb.hh.ru/vacancy/39913820?query=sql,https://www.hh.ru, IK GROUP
Разработчик PL/SQL,140000.0,200000.0,руб.,https://spb.hh.ru/vacancy/38378489?query=sql,https://www.hh.ru, Агентство КИТ Консалт
Младший разработчик PL/SQL,,,,https://spb.hh.ru/vacancy/39493963?query=sql,https://www.hh.ru, АльфаСтрахование Жизнь
Аналитик SQL,,,,https://spb.hh.ru/vacancy/39493587?query=sql,https://www.hh.ru,АО Компания ТрансТелеКом
"Программист СУБД, баз данных, SQL",80000.0,80000.0,руб.,https://spb.hh.ru/vacancy/38078430?query=sql,https://www.hh.ru,ООО Нортек
Программист MS SQL,,,,https://spb.hh.ru/vacancy/35296832?query=sql,https://www.hh.ru, Брокеркредитсервис
Программист С#.Net,,,,https://spb.hh.ru/vacancy/39513960?query=sql,https://www.hh.ru, Сеть магазинов Постелька
Разработчик PL/SQL,,,,https://spb.hh.ru/vacancy/39360484?query=sql,https://www.hh.ru, Национальный расчетный депозитарий
Разработчик PL SQL,,,,https://spb.hh.ru/vacancy/38308984?query=sql,https://www.hh.ru, Кадровое агентство Юнити
SQL разработчик,,,,https://spb.hh.ru/vacancy/39479469?query=sql,https://www.hh.ru,ООО Центр Орбита
Программист-разработчик SQL,,,,https://spb.hh.ru/vacancy/39131665?query=sql,https://www.hh.ru, Информконтакт
Программист-разработчик PL\SQL (АБС ЦФТ),,,,https://spb.hh.ru/vacancy/39486949?query=sql,https://www.hh.ru," Иннотехнум, Группа компаний"
Разработчик Oracle,,,,https://spb.hh.ru/vacancy/39545553?query=sql,https://www.hh.ru,"ПАО МегаФон, IT"
Администратор баз данных MS SQL,,,,https://spb.hh.ru/vacancy/39543288?query=sql,https://www.hh.ru, РТ МИС
Разработчик PL/SQL,,,,https://spb.hh.ru/vacancy/39239096?query=sql,https://www.hh.ru, Страховая группа МАКС
Программист-разработчик PL\SQL (АБС ЦФТ),,,,https://spb.hh.ru/vacancy/39486942?query=sql,https://www.hh.ru," Иннотехнум, Группа компаний"
Администратор баз данных MS SQL,,,,https://spb.hh.ru/vacancy/39543289?query=sql,https://www.hh.ru, РТ МИС
Администратор баз данных MS SQL,,,,https://spb.hh.ru/vacancy/39543290?query=sql,https://www.hh.ru, РТ МИС
SQL-разработчик,,,,https://spb.hh.ru/vacancy/39470940?query=sql,https://www.hh.ru,ЗАО Сбербанк Управление Активами
Программист-разработчик PL\SQL (АБС ЦФТ),,,,https://spb.hh.ru/vacancy/39487130?query=sql,https://www.hh.ru," Иннотехнум, Группа компаний"
Ведущий разработчик (C# + MS SQL),,,,https://spb.hh.ru/vacancy/39574919?query=sql,https://www.hh.ru,ПАО Промсвязьбанк
Разработчик SQL,,,,https://spb.hh.ru/vacancy/39513254?query=sql,https://www.hh.ru," Пилот, группа компаний"
Программист Delphi/SQL,140000.0,150000.0,руб.,https://spb.hh.ru/vacancy/39473433?query=sql,https://www.hh.ru,ООО Инструментальный дом
Программист Delphi,65000.0,65000.0,руб.,https://spb.hh.ru/vacancy/39647604?query=sql,https://www.hh.ru, Staffmix
Программист APEX PL/SQL,,,,https://spb.hh.ru/vacancy/39472622?query=sql,https://www.hh.ru," РОЛЬФ, группа компаний"
Разработчик T- SQL,,,,https://spb.hh.ru/vacancy/37722712?query=sql,https://www.hh.ru, Diasoft
Разработчик Oracle,,,,https://spb.hh.ru/vacancy/39461615?query=sql,https://www.hh.ru, Лига Цифровой Экономики
Программист БД,,,,https://spb.hh.ru/vacancy/39526581?query=sql,https://www.hh.ru, CDC
Администратор баз данных MS SQL,,,,https://spb.hh.ru/vacancy/38713982?query=sql,https://www.hh.ru," Ренессанс Кредит, Москва"
Программист-разработчик (Oracle/Java),,,,https://spb.hh.ru/vacancy/34381338?query=sql,https://www.hh.ru,АО Россельхозбанк
Ведущий разработчик MS SQL,,,,https://spb.hh.ru/vacancy/39563980?query=sql,https://www.hh.ru, Брокеркредитсервис
